date,channelGrouping,users,newUsers,percentNewSessions,sessions,bounces,bounceRate,sessionDuration,avgSessionDuration,pageviews,pageviewsPerSession
20180412,Direct,57232,23104,36.91324493,62590,19741,31.54018214,7830290,125.1044895,323520,5.168876817
20180412,Organic Search,37918,20583,50.33379796,40893,23920,58.4941188,3816765,93.33541193,128316,3.137847553
20180412,Referral,72502,11961,13.82966423,86488,26812,31.00083249,1.36E+07,157.8225881,503444,5.820969383
20180412,Social,89643,23569,23.34049654,100979,23298,23.07212391,1.35E+07,133.4438547,448943,4.445904594
20180413,(Other),514,67,11.31756757,592,130,21.95945946,127928,216.0945946,4095,6.91722973
20180413,Direct,36191,15858,40.39534351,39257,13224,33.6857121,4748159,120.950633,179637,4.575922765
20180413,Organic Search,36851,20057,50.01745636,40100,24813,61.87780549,3523032,87.8561596,113645,2.8340399
20180413,Paid Search,1,0,0,1,1,100,0,0,1,1
20180413,Referral,47685,9402,17.08988458,55015,15820,28.75579387,9046680,164.4402436,315026,5.726183768
20180413,Social,101197,27708,24.21731606,114414,28115,24.57304176,1.49E+07,130.0765728,507114,4.432272274
20180414,(Other),1186,86,5.9972106,1434,341,23.77963738,284485,198.3856346,8076,5.631799163
20180414,Direct,87493,36494,38.33483897,95198,27068,28.43337045,1.26E+07,132.5062921,486487,5.110264922
20180414,Organic Search,59078,25014,38.66390503,64696,44625,68.97644368,4616031,71.34955793,153010,2.365061209
20180414,Referral,131549,28117,17.8714668,157329,48633,30.91165647,2.63E+07,166.8557164,848049,5.390290411
20180414,Social,91989,24581,23.49124132,104639,26320,25.15314558,1.38E+07,131.9216067,455344,4.351570638
20180415,(Other),1354,75,4.227733935,1774,423,23.84441939,409200,230.6651635,11060,6.234498309
20180415,Direct,116654,46687,36.37759077,128340,38184,29.75222066,1.65E+07,128.8724326,656928,5.118653576
20180415,Display,1,0,0,1,0,0,222,222,9,9
20180415,Organic Search,78878,33758,39.25440127,85998,60906,70.82257727,5865933,68.21010954,197779,2.299809298
20180415,Referral,176245,39000,17.36992598,224526,68550,30.53098528,3.79E+07,168.8692935,1269004,5.651924499
20180415,Social,99650,28666,25.04827731,114443,31077,27.15500293,1.52E+07,132.7434006,490237,4.283678338
20180416,(Other),855,47,4.307974335,1091,245,22.45646196,219013,200.7451879,7005,6.42071494
20180416,Direct,88573,35452,36.26209521,97766,29652,30.32956242,1.28E+07,130.4149295,522063,5.3399239
20180416,Organic Search,36351,18922,46.74869058,40476,18310,45.23668347,5108719,126.2160045,156397,3.863944066
20180416,Referral,116018,21566,15.49693525,139163,40607,29.17945143,2.25E+07,161.746779,810270,5.822452807
20180416,Social,90874,25890,24.96504508,103705,33315,32.12477701,1.30E+07,125.3860373,406183,3.916715684
20180417,(Other),769,45,4.939626784,911,207,22.72228321,171976,188.7771679,4975,5.461031833
20180417,Direct,60693,23705,35.90687388,66018,24706,37.42312703,7626423,115.5203581,309420,4.686903572
20180417,Organic Search,40894,19927,45.39283355,43899,25784,58.73482312,4195727,95.57682407,136389,3.106881706
20180417,Referral,87065,15540,15.01724954,103481,38624,37.32472628,1.50E+07,145.198017,530714,5.128612982
20180417,Social,88379,22547,22.36073508,100833,28827,28.58885484,1.36E+07,134.8128291,420142,4.166711295
20180418,(Other),692,66,8,825,173,20.96969697,159529,193.3684848,5110,6.193939394
20180418,Direct,49192,20724,38.49540262,53835,17434,32.38413671,7050432,130.9637225,275506,5.117600074
20180418,Organic Search,39559,22338,51.85477506,43078,23646,54.89112772,4426801,102.7624542,141579,3.286573193
20180418,Referral,65218,11820,15.29463523,77282,22649,29.30695375,1.30E+07,167.9823892,463317,5.995147641
20180418,Social,84476,20978,21.21282598,98893,25676,25.963415,1.38E+07,139.2684518,444055,4.490257147
20180419,(Other),322,65,17.90633609,363,115,31.68044077,74294,204.6666667,2103,5.79338843
20180419,Direct,21160,10516,44.82332381,23461,9924,42.29998721,2814557,119.9674779,100497,4.283577
20180419,Organic Search,29165,18053,56.35750632,32033,18231,56.91318328,3355876,104.7630881,101477,3.167889364
20180419,Referral,18150,3620,16.77867903,21575,9266,42.94785632,3394112,157.3168946,113709,5.270405562
20180419,Social,90472,25367,25.00690063,101440,31393,30.94735804,1.36E+07,133.7658024,441628,4.353588328
20180420,(Other),821,82,8.751334045,937,357,38.10032017,137840,147.1077908,4243,4.52828175
20180420,Direct,70102,29924,39.85880786,75075,37492,49.93939394,8056916,107.3182284,275181,3.665414585
20180420,Organic Search,50000,26158,48.60636242,53816,36446,67.72335365,4077273,75.76321168,135439,2.516705069
20180420,Referral,122178,29808,21.4194865,139163,72452,52.06268908,1.83E+07,131.1727399,519376,3.732141446
20180420,Social,92869,28318,27.25583992,103897,36955,35.56888072,1.27E+07,122.2790745,425350,4.09395844
20180421,(Other),987,93,7.941929974,1171,380,32.45089667,212237,181.2442357,6526,5.573014518
20180421,Direct,63864,26953,38.86125409,69357,29980,43.22562971,7152058,103.1194833,304619,4.392044062
20180421,Organic Search,65986,36173,51.80077616,69831,51820,74.20773009,4098821,58.69629534,152066,2.177628847
20180421,Referral,97097,22617,19.76215857,114446,53084,46.38344722,1.41E+07,122.9148157,551821,4.821671356
20180421,Social,94134,30069,29.28760665,102668,33759,32.88171582,1.20E+07,117.13793,426515,4.154312931
20180422,(Other),1052,98,7.852564103,1248,306,24.51923077,261605,209.619391,8145,6.526442308
20180422,Direct,60296,25930,39.53647938,65585,25022,38.15201647,7940305,121.0689182,294227,4.486193489
20180422,Organic Search,56341,27391,44.6492901,61347,43366,70.68968328,4308594,70.23316544,145739,2.375649991
20180422,Paid Search,2,0,0,2,1,50,211,105.5,10,5
20180422,Referral,100863,27073,23.05124865,117447,46406,39.51229065,1.81E+07,154.3281395,602880,5.133209022
20180422,Social,98636,30545,27.89548668,109498,37196,33.96957022,1.28E+07,116.6199657,433764,3.961387423
20180423,(Other),728,61,7.076566125,862,258,29.93039443,144566,167.7099768,4409,5.114849188
20180423,Direct,62924,27448,40.74337965,67368,25130,37.30257689,7686219,114.0930264,319962,4.749465622
20180423,Display,1,0,0,1,0,0,194,194,5,5
20180423,Organic Search,46921,23982,46.73942701,51310,33546,65.37906841,4129356,80.47858117,137681,2.683317092
20180423,Referral,76307,16302,18.30348622,89065,32244,36.20277326,1.28E+07,143.9580531,478748,5.375265256
20180423,Social,98663,28444,25.63423185,110961,35478,31.97339606,1.33E+07,119.9788304,467743,4.215381981
20180424,(Other),395,60,13.21585903,454,129,28.41409692,94258,207.6167401,2331,5.134361233
20180424,Direct,32358,15720,44.87197785,35033,14479,41.32960352,4620325,131.8849371,143361,4.092170239
20180424,Display,1,0,0,1,0,0,316,316,6,6
20180424,Organic Search,34391,22775,61.0917382,37280,21170,56.78648069,3622537,97.17105687,112666,3.022156652
20180424,Paid Search,1,0,0,1,0,0,23,23,3,3
20180424,Referral,31565,5628,14.96689094,37603,13083,34.79243677,7129786,189.6068399,198180,5.270324176
20180424,Social,102916,30544,26.47757416,115358,35281,30.58392136,1.45E+07,126.1071014,465346,4.03392916
20180425,(Other),456,52,9.665427509,538,139,25.83643123,115803,215.2472119,3045,5.659851301
20180425,Direct,35093,16497,42.94416244,38415,14560,37.90186125,5011865,130.4663543,162777,4.237329168
20180425,Organic Search,30973,19502,57.87458824,33697,18263,54.19770306,3589330,106.5177909,108589,3.22251239
20180425,Referral,33505,5662,14.33635489,39494,11946,30.24763255,7399901,187.3677267,209132,5.29528536
20180425,Social,114242,36418,28.52242289,127682,37693,29.52099748,1.58E+07,123.8329835,537641,4.210781473
20180426,(Other),375,64,15.23809524,420,124,29.52380952,72893,173.5547619,2580,6.142857143
20180426,Direct,25248,13240,46.85233023,28259,10675,37.77557592,3408675,120.6226335,123069,4.355037333
20180426,Organic Search,31169,19579,57.9157546,33806,19539,57.79743241,3373306,99.78423948,104459,3.089954446
20180426,Referral,25621,7448,25.28345441,29458,11111,37.71810714,4847821,164.5672143,160312,5.442053093
20180426,Social,143869,45336,27.68762863,163741,49647,30.32044509,1.87E+07,114.1593004,659077,4.025118938
20180427,(Other),746,72,8.228571429,875,246,28.11428571,150272,171.7394286,6084,6.953142857
20180427,Direct,37034,16820,41.5883691,40444,17899,44.25625556,4195993,103.7482198,168730,4.17194145
20180427,Organic Search,56423,30928,51.37797565,60197,42097,69.93205641,4321618,71.79125206,146017,2.425652441
20180427,Referral,52997,12704,20.87928343,60845,28859,47.43035582,7918148,130.1363793,302497,4.971599967
20180427,Social,114944,38314,29.96722799,127853,42760,33.4446591,1.42E+07,110.8580323,500808,3.917061
20180428,(Other),550,89,14.26282051,624,195,31.25,112729,180.6554487,3992,6.397435897
20180428,Direct,35491,17151,44.99331042,38119,17153,44.99855715,3881106,101.8155251,157730,4.137831528
20180428,Organic Search,42610,24488,53.48359761,45786,31861,69.58677325,3267022,71.3541694,112430,2.4555541
20180428,Referral,36499,8651,21.20395108,40799,18233,44.68982083,5532782,135.6107258,210346,5.15566558
20180428,Social,112760,38623,30.70801034,125775,45494,36.17094017,1.37E+07,108.8916398,454413,3.612903995
20180429,(Other),935,125,11.58480074,1079,259,24.00370714,208403,193.1445783,6984,6.47265987
20180429,Direct,59135,28172,44.36186127,63505,20801,32.75490119,7401203,116.5452012,305593,4.812109283
20180429,Organic Search,54995,28135,47.96774304,58654,41492,70.74027347,3776961,64.39392028,135713,2.313789341
20180429,Referral,84957,21953,22.35061749,98221,30441,30.99235398,1.53E+07,156.1099358,586365,5.969853697
20180429,Social,134111,48702,32.52502721,149737,45903,30.65574975,1.76E+07,117.8275643,585349,3.909180764
20180430,(Other),566,71,11.4331723,621,190,30.5958132,129007,207.7407407,3377,5.438003221
20180430,Direct,35604,18402,47.55776089,38694,16131,41.6886339,4483213,115.8632605,157883,4.080296687
20180430,Organic Search,46047,25158,51.334476,49008,32969,67.27269017,3903583,79.65195478,126642,2.584108717
20180430,Referral,44248,10198,20.09458128,50750,21567,42.49655172,7713354,151.9872709,248010,4.886896552
20180430,Social,118747,40506,30.32703423,133564,52128,39.02848073,1.54E+07,114.9680977,473933,3.548358839
20180501,(Other),515,57,9.710391823,587,168,28.62010221,87520,149.0971039,3179,5.415672913
20180501,Direct,34163,16671,44.88087226,37145,14663,39.47503029,3970072,106.8803877,163441,4.400080765
20180501,Organic Search,34265,19423,52.19833378,37210,24517,65.8882021,2895050,77.80300994,97668,2.624778285
20180501,Referral,37669,9542,21.96542437,43441,16243,37.39094404,6484160,149.2635989,245103,5.642204369
20180501,Social,93479,26959,25.86838873,104216,37686,36.16143394,1.21E+07,116.2460851,388155,3.724524065
20180502,(Other),366,87,21.64179104,402,126,31.34328358,62250,154.8507463,2105,5.236318408
20180502,Direct,28442,14424,46.76587881,30843,12868,41.72097396,3708389,120.2343806,126822,4.111856823
20180502,Organic Search,32658,22092,63.17956931,34967,21399,61.19770069,3217338,92.0106958,102762,2.938828038
20180502,Referral,23901,6351,22.83218292,27816,10820,38.8984757,4479093,161.0257765,142913,5.137798389
20180502,Social,87093,23599,23.91879428,98663,37053,37.55511185,1.17E+07,118.8651673,359741,3.646159148
20180503,(Other),937,82,7.301869991,1123,307,27.33748887,237217,211.2350846,6566,5.846838825
20180503,Direct,67529,35528,48.27173913,73600,25036,34.01630435,1.04E+07,141.765394,342250,4.65013587
20180503,Display,1,0,0,1,0,0,379,379,23,23
20180503,Organic Search,57807,31990,50.87144584,62884,42142,67.01545703,5054517,80.37842694,160590,2.553749761
20180503,Referral,96214,22402,19.64467361,114036,39694,34.80830615,2.07E+07,181.5487916,601179,5.27183521
20180503,Social,113473,31787,24.46452348,129931,38703,29.78734867,1.75E+07,134.6911284,543545,4.183335771
20180504,(Other),785,98,10.76923077,910,230,25.27472527,164794,181.0923077,5242,5.76043956
20180504,Direct,50872,25950,46.80820361,55439,18372,33.13912589,7333565,132.281697,274820,4.957160122
20180504,Organic Search,48788,26269,49.77923481,52771,35864,67.9615698,3958924,75.02082583,130825,2.479107843
20180504,Referral,64682,15459,20.33998658,76003,26066,34.29601463,1.22E+07,159.9345815,425570,5.599384235
20180504,Social,115545,37202,28.62286783,129973,44177,33.98936702,1.53E+07,117.4360213,510676,3.929092965
20180505,(Other),955,78,7.269338304,1073,365,34.0167754,162562,151.5023299,4843,4.513513514
20180505,Direct,40963,19732,43.85181234,44997,19085,42.41393871,5346213,118.8126542,173577,3.857523835
20180505,Display,1,0,0,1,0,0,111,111,3,3
20180505,Organic Search,69840,32725,43.23899371,75684,59022,77.98477882,4150558,54.84062682,142858,1.887558797
20180505,Referral,75892,17477,19.75963278,88448,47493,53.69595695,1.16E+07,131.1293302,327258,3.700004522
20180505,Social,82054,27575,30.65864668,89942,31401,34.91249917,1.06E+07,117.3814347,360730,4.010695782
20180506,(Other),1180,115,8.321273517,1382,409,29.59479016,251837,182.2264834,7555,5.466714906
20180506,Direct,57003,26794,43.13542405,62116,26031,41.90707708,6788568,109.2885569,258924,4.168394617
20180506,Organic Search,76503,41309,50.009685,82602,62586,75.76814121,4554934,55.14314423,162495,1.967204184
20180506,Referral,91810,23097,21.8310192,105799,50116,47.36906776,1.33E+07,126.0953601,465844,4.403103999
20180506,Social,85219,26339,28.51930053,92355,32929,35.65481024,1.03E+07,112.0150506,360442,3.902788154
20180507,(Other),856,107,11.1691023,958,353,36.84759916,130304,136.0167015,4280,4.467640919
20180507,Direct,42097,20991,46.31116798,45326,20145,44.44468958,4975848,109.7791113,180502,3.982305961
20180507,Organic Search,57588,30330,48.95567679,61954,42971,69.35952481,4574955,73.84438454,144931,2.339332408
20180507,Referral,57564,14053,21.87339487,64247,33205,51.68334708,7518324,117.02218,257059,4.00110511
20180507,Social,84933,22107,23.42835947,94360,33875,35.89974565,1.08E+07,114.4653561,362427,3.840896566
20180508,(Other),764,90,10.9223301,824,221,26.82038835,160573,194.8701456,4621,5.608009709
20180508,Direct,58659,29274,48.2726778,60643,23283,38.39354913,6596661,108.7786059,260744,4.29965536
20180508,Organic Search,42217,23732,51.84262839,45777,26558,58.01603425,4552633,99.4524106,138337,3.021976102
20180508,Referral,58778,14444,21.47742818,67252,26563,39.49771011,9450890,140.529501,320618,4.767412122
20180508,Social,108640,30716,24.76817134,124014,41715,33.63733127,1.52E+07,122.3963665,481770,3.884803329
20180509,(Other),495,69,13.42412451,514,145,28.21011673,129686,252.307393,2953,5.745136187
20180509,Direct,35482,18939,52.19656047,36284,13342,36.77102855,4466071,123.086512,161742,4.457667291
20180509,Organic Search,31691,20321,59.18278192,34336,18062,52.60368127,3973700,115.7298462,118526,3.45194548
20180509,Referral,33174,8100,22.25091339,36403,14194,38.99129193,5794777,159.1840508,180170,4.949317364
20180509,Social,96567,26964,25.02296835,107757,40123,37.23470401,1.35E+07,125.2635931,394283,3.659001271
20180510,(Other),678,66,9.243697479,714,259,36.2745098,137501,192.5784314,3600,5.042016807
20180510,Direct,35579,18797,51.1608285,36741,15240,41.47954601,4467668,121.5989766,154004,4.191611551
20180510,Organic Search,33733,19850,54.71484881,36279,21412,59.02036991,3705985,102.1523471,108082,2.979189063
20180510,Referral,48184,11292,20.68283391,54596,30235,55.37951498,7235038,132.5195619,210430,3.854311671
20180510,Social,91268,25567,25.29733046,101066,33236,32.8854412,1.28E+07,126.8752894,366035,3.621742228
20180511,(Other),2440,444,16.38981174,2709,1058,39.05500185,374934,138.4031008,9688,3.57622739
20180511,Direct,44107,25432,54.21907645,46906,25693,54.77550846,3600588,76.76177888,117743,2.510190594
20180511,Organic Search,32721,19432,55.12780504,35249,21808,61.8684218,3290478,93.34954183,90548,2.568810463
20180511,Referral,26711,7683,24.98455335,30751,18589,60.45006666,3001600,97.60983383,83285,2.708367208
20180511,Social,103448,32115,27.78282422,115593,50548,43.72929157,1.12E+07,97.10215151,293249,2.536909674
20180512,(Other),8337,1136,12.06457094,9416,3277,34.80246389,1207552,128.2446899,34338,3.646771453
20180512,Direct,46729,23181,46.39540469,49964,25763,51.56312545,4393930,87.94191818,133454,2.671003122
20180512,Organic Search,68714,32903,43.68950087,75311,57055,75.75918525,4626649,61.4339074,134569,1.786843887
20180512,Referral,64731,18724,24.81972428,75440,45382,60.15641569,7304467,96.82485419,184137,2.440840403
20180512,Social,96903,32092,30.51875802,105155,43081,40.96904569,1.05E+07,99.44639817,276370,2.628215491
20180513,(Other),6538,1099,14.81132075,7420,2494,33.61185984,1075262,144.9140162,27123,3.655390836
20180513,Direct,49878,24436,45.5887017,53601,27005,50.38152273,4825844,90.03272327,139719,2.60664913
20180513,Organic Search,54108,28407,48.22101511,58910,43130,73.21337634,3707281,62.93126804,111805,1.897895094
20180513,Referral,53288,14827,24.15135523,61392,35002,57.01394318,6321014,102.9615259,157135,2.559535444
20180513,Social,104292,33556,29.61407101,113311,42365,37.38825004,1.16E+07,102.3480333,294894,2.602518732
20180514,(Other),4274,697,14.34156379,4860,1754,36.09053498,577429,118.8125514,17197,3.538477366
20180514,Direct,35561,19397,50.49198251,38416,20867,54.31851312,3287429,85.57447418,97257,2.531679509
20180514,Organic Search,42798,23425,50.92723438,45997,30712,66.76957193,3811332,82.86044742,105511,2.293866991
20180514,Referral,35752,9622,23.56081197,40839,26000,63.6646343,3616693,88.55978354,96334,2.358872646
20180514,Social,114094,38000,30.34877127,125211,48965,39.10598909,1.23E+07,98.46491922,325833,2.602271366
20180515,(Other),6513,814,10.93204405,7446,2545,34.17942519,945075,126.9238517,25912,3.479989256
20180515,Direct,38772,21503,51.1671624,42025,22802,54.25817965,3634511,86.48449732,104935,2.496966092
20180515,Organic Search,45200,22764,47.46059545,47964,34574,72.08322909,3209222,66.9089734,95684,1.994912851
20180515,Referral,37752,10622,24.1020172,44071,29640,67.25511107,3621599,82.17646525,95877,2.175512242
20180515,Social,100504,30772,28.1295135,109394,39732,36.32009068,1.13E+07,103.1128215,283439,2.590992193
20180516,(Other),5564,982,15.55273994,6314,2186,34.62147608,761783,120.6498258,21708,3.438074121
20180516,Direct,36146,17313,44.60618865,38813,19176,49.40612681,3096107,79.76984515,99285,2.558034679
20180516,Organic Search,44325,21682,44.82345158,48372,34401,71.11758869,3381234,69.900645,100172,2.070867444
20180516,Referral,35576,7291,17.58901862,41452,22412,54.06735501,3689439,89.00509022,103704,2.501785197
20180516,Social,81861,23273,26.33258279,88381,31325,35.44313823,8823249,99.83196615,228122,2.581120377
20180517,(Other),3497,795,19.8007472,4015,1596,39.750934,504622,125.6841843,13097,3.262017435
20180517,Direct,26799,12760,43.31002647,29462,14761,50.10182608,2652094,90.0174462,75436,2.56045075
20180517,Organic Search,28674,16544,53.22694807,31082,20247,65.14059584,2683301,86.32974069,73252,2.356733801
20180517,Referral,25269,5118,17.66960124,28965,15072,52.03521491,2901691,100.1792163,76642,2.64602106
20180517,Social,78764,21529,24.72267518,87082,31296,35.93854069,9244013,106.1529708,224669,2.579970602
20180518,(Other),3531,1056,26.03550296,4056,1684,41.51873767,490282,120.8782051,11787,2.906065089
20180518,Direct,32445,15008,41.34435262,36300,17294,47.64187328,3197614,88.08853994,90336,2.488595041
20180518,Organic Search,21913,13197,54.43184162,24245,12723,52.47679934,2758355,113.7700557,69298,2.858238812
20180518,Referral,29501,5334,15.82789318,33700,15652,46.44510386,3712564,110.1651039,90802,2.694421365
20180518,Social,114699,31879,23.96773126,133008,41102,30.90190064,1.39E+07,104.6467431,359848,2.705461326
20180519,(Other),5474,848,12.31484171,6886,2378,34.53383677,999126,145.0952658,23971,3.481121115
20180519,Direct,78028,34738,41.53573905,83634,43352,51.83537796,6171833,73.79574097,195098,2.332759404
20180519,Organic Search,25823,13027,45.58561081,28577,16651,58.26713791,2678658,93.73475172,72540,2.538405011
20180519,Referral,79370,16368,18.20143005,89927,46828,52.07334838,8353410,92.8910116,220770,2.454991271
20180519,Social,98892,26432,24.11128848,109625,36242,33.05997719,1.21E+07,110.7773501,290716,2.651913341
20180520,(Other),5146,797,12.06478959,6606,1836,27.79291553,1210166,183.1919467,27423,4.151226158
20180520,Direct,75792,33403,40.74878314,81973,34396,41.96015761,7962144,97.13129933,238055,2.904065973
20180520,Organic Search,24292,12679,46.47727273,27280,13269,48.64002933,3105194,113.8267595,79302,2.906964809
20180520,Referral,71471,14543,17.45585923,83313,31630,37.96526352,1.08E+07,129.0882455,268030,3.217144983
20180520,Social,91034,25339,24.8136941,102117,35876,35.13225026,1.24E+07,121.8363446,273054,2.673932842
20180521,(Other),3726,709,15.97566471,4438,1459,32.875169,646279,145.6239297,15972,3.598918432
20180521,Direct,49600,21947,41.08078766,53424,22671,42.43598383,5184583,97.04595313,149221,2.793145403
20180521,Organic Search,23625,13528,51.09726157,26475,12337,46.598678,3374106,127.4449858,84264,3.182776204
20180521,Referral,45747,7852,15.23122284,51552,19221,37.28468343,6210002,120.4609327,155855,3.02325807
20180521,Social,113039,33102,25.98395529,127394,46187,36.25523965,1.39E+07,108.806129,338503,2.657134559
20180522,(Other),4521,1923,38.2154213,5032,1563,31.06120827,567562,112.7905405,18258,3.628378378
20180522,Direct,36147,17163,42.83147413,40071,18530,46.24291882,3695510,92.22405231,110285,2.752239774
20180522,Organic Search,21722,13168,54.65034239,24095,11524,47.82735007,3086762,128.1079892,78026,3.2382652
20180522,Referral,25952,5161,17.49966092,29492,12189,41.32985216,3569933,121.0475044,93518,3.170961617
20180522,Social,104332,25538,21.57126084,118389,46986,39.68780883,1.23E+07,104.0476649,300323,2.536747502
20180523,(Other),3749,1679,40.10989011,4186,1657,39.58432871,476997,113.9505495,14286,3.412804587
20180523,Direct,34193,16937,44.68511727,37903,17687,46.66385247,3431961,90.54589346,105082,2.772392687
20180523,Organic Search,19732,12372,55.7774672,22181,11067,49.89405347,2768884,124.8313421,70497,3.178260674
20180523,Referral,22298,4579,18.22922887,25119,10757,42.82415701,3108659,123.7572754,83090,3.307854612
20180523,Social,125417,31787,22.53757799,141040,47043,33.35436756,1.51E+07,107.3124291,384189,2.723971923
20180524,(Other),4098,629,12.82103547,4906,1960,39.95108031,740421,150.9215247,16551,3.373624134
20180524,Direct,56608,27057,43.70658741,61906,33560,54.21122347,5304084,85.67964333,150367,2.428956805
20180524,Email,1,1,100,1,1,100,0,0,1,1
20180524,Organic Search,23874,13204,49.50324298,26673,14381,53.91594496,3117550,116.8803659,75833,2.843062273
20180524,Referral,48450,9292,16.35195777,56825,30067,52.91157061,6493949,114.2797888,149838,2.63683238
20180524,Social,119084,29748,22.12158394,134475,47776,35.52779327,1.41E+07,105.0534077,339109,2.521725228
20180525,(Other),2717,315,10.0896861,3122,1016,32.54324151,654431,209.6191544,19917,6.379564382
20180525,Direct,60217,33450,52.1694376,64118,33292,51.92301694,6692689,104.3808135,219455,3.42267382
20180525,Organic Search,25948,14648,51.19888151,28610,16051,56.10276127,3294363,115.1472562,91447,3.196329955
20180525,Referral,51338,10768,18.00307631,59812,26369,44.08647094,1.03E+07,171.4093493,288694,4.826690296
20180525,Social,137704,33933,21.25914695,159616,40667,25.47802225,2.26E+07,141.3363698,654902,4.102984663
20180526,(Other),3901,245,4.891195847,5009,1264,25.23457776,1053029,210.2273907,33903,6.76841685
20180526,Direct,82178,39476,45.45569693,86845,37733,43.44867292,9790143,112.7312223,352240,4.055961771
20180526,Organic Search,27802,14571,47.8160995,30473,16527,54.23489647,3292428,108.0441046,100000,3.281593542
20180526,Referral,86887,19067,18.42863218,103464,39042,37.7348643,1.69E+07,163.6608192,530317,5.125618573
20180526,Social,133499,37144,24.65058866,150682,37417,24.83176491,2.09E+07,138.9361968,655426,4.349729895
20180527,(Other),4167,190,3.322259136,5719,1170,20.45812205,1126063,196.8985837,40973,7.164364399
20180527,Direct,97168,43038,41.05230024,104837,33022,31.49842136,1.27E+07,120.6796551,558891,5.331047245
20180527,Display,1,0,0,1,0,0,405,405,5,5
20180527,Organic Search,25148,12832,45.19423802,28393,13585,47.84630014,3177096,111.8971578,108644,3.826436093
20180527,Referral,99906,22501,18.54635972,121323,32902,27.11934258,1.97E+07,162.4113482,761329,6.275223989
20180527,Social,145551,40667,24.97298028,162844,47833,29.37351084,2.00E+07,122.8446796,668376,4.10439439
20180528,(Other),3222,278,7.230169051,3845,907,23.58907672,734423,191.0072822,25419,6.610923277
20180528,Direct,77614,36307,45.26436524,80211,26493,33.02913565,9768179,121.78104,441799,5.507960255
20180528,Organic Search,25871,15140,53.27421795,28419,12668,44.57581196,3774655,132.8215279,111823,3.934797143
20180528,Referral,65037,12812,17.12742634,74804,20189,26.98919844,1.28E+07,171.1156623,507686,6.786883054
20180528,Social,151740,41067,24.07407407,170586,38969,22.84419589,2.45E+07,143.3367568,741884,4.34903216
20180529,(Other),1400,221,15.24137931,1450,519,35.79310345,308576,212.8110345,8136,5.611034483
20180529,Direct,43636,24774,55.43646087,44689,22467,50.27411667,4718693,105.5895858,157265,3.51909866
20180529,Organic Search,24010,15419,59.04947917,26112,14113,54.0479473,3249017,124.4262025,85770,3.284696691
20180529,Referral,31277,7051,20.23474717,34846,15630,44.85450267,5754807,165.1497159,160615,4.609280836
20180529,Social,136190,41132,26.68604387,154133,39563,25.66809184,2.22E+07,144.1343645,641817,4.164046635
20180530,(Other),1718,153,8.388157895,1824,610,33.44298246,359963,197.348136,9301,5.099232456
20180530,Direct,50114,30546,58.71520837,52024,28983,55.71082577,4954837,95.24136937,159664,3.069045056
20180530,Email,1,1,100,1,0,0,35,35,2,2
20180530,Organic Search,27557,17486,58.62670154,29826,17414,58.38530141,3320518,111.3296453,86804,2.910346677
20180530,Referral,37308,10549,25.32955555,41647,20228,48.5701251,6322113,151.8023627,175175,4.206185319
20180530,Social,134729,40678,26.37506565,154229,41869,27.14729396,2.18E+07,141.4637649,629017,4.078461249
20180531,(Other),2845,260,8.855585831,2936,1057,36.0013624,519822,177.0510899,16232,5.528610354
20180531,Direct,48181,25470,51.46494241,49490,24445,49.39381693,5143883,103.9378258,182445,3.686502324
20180531,Organic Search,24568,15050,56.77317138,26509,14393,54.29476781,3181289,120.0078841,87686,3.307782263
20180531,Referral,41312,10278,22.58107039,45516,20341,44.68977942,6854505,150.5955049,218285,4.795786097
20180531,Social,159939,51832,28.97325821,178896,53237,29.75863071,2.36E+07,131.7857191,725750,4.056826312
20180601,(Other),3550,220,5.508262394,3994,1147,28.71807712,757360,189.6244367,22945,5.744867301
20180601,Direct,75339,36349,46.59172477,78016,34716,44.4985644,8092251,103.7255307,297728,3.816242822
20180601,Organic Search,25887,14107,49.50693104,28495,14735,51.71082646,3328765,116.8192665,92435,3.243902439
20180601,Paid Search,1,1,0,0,0,0,0,0,0,0
20180601,Referral,83710,20569,21.68101949,94871,35447,37.3633671,1.46E+07,153.7342286,456653,4.813409788
20180601,Social,138096,34615,21.99579338,157371,47481,30.17137846,2.07E+07,131.3986313,634144,4.029611555
20180602,(Other),3556,254,5.975064691,4251,1063,25.00588097,904646,212.8078099,28755,6.764290755
20180602,Direct,80783,39330,46.51135289,84560,39937,47.22918638,8969075,106.0675851,336563,3.980167928
20180602,Organic Search,28547,15038,48.37236233,31088,17329,55.74176531,3314123,106.6045741,101206,3.255468348
20180602,Paid Search,1,0,0,0,0,0,0,0,0,0
20180602,Referral,73277,20945,24.96186299,83908,28010,33.38179911,1.48E+07,176.602517,483356,5.760547266
20180602,Social,52459,12748,21.61777175,58970,12865,21.81617772,8908521,151.0686959,275138,4.665728336
20180603,(Other),5086,98,1.507924296,6499,1341,20.63394368,1460117,224.6679489,46454,7.147868903
20180603,Direct,129057,64160,46.34264376,138447,52536,37.94665107,1.79E+07,129.5641076,685835,4.953772924
20180603,Display,50,42,135.483871,31,25,80.64516129,765,24.67741935,39,1.258064516
20180603,Organic Search,35304,17951,46.28335697,38785,20571,53.03854583,4293201,110.6923037,135158,3.484800825
20180603,Paid Search,36,21,58.33333333,36,12,33.33333333,2709,75.25,208,5.777777778
