date,channelGrouping,users,newUsers,percentNewSessions,sessions,bounces,bounceRate,sessionDuration,avgSessionDuration,pageviews,pageviewsPerSession
20180219,Referral,131704,22743,14.13802964,160864,44493,27.65876765,2.61E+07,162.27476,984069,6.117397305
20180219,Social,62825,23654,33.10613165,71449,18038,25.24597965,1.08E+07,150.6359361,326683,4.572254335
20180220,(Other),5,1,20,5,2,40,427,85.4,18,3.6
20180220,Direct,186423,68842,32.59873094,211180,59522,28.18543423,3.10E+07,146.8129937,1217921,5.76721754
20180220,Display,1,0,0,1,0,0,244,244,4,4
20180220,Organic Search,47958,20162,35.29576528,57123,13594,23.79776972,9749198,170.6702729,312407,5.469022985
20180220,Paid Search,1,0,0,1,1,100,0,0,1,1
20180220,Referral,192524,50440,21.71629325,232268,60589,26.08581466,4.00E+07,172.4206994,1438974,6.195317478
20180220,Social,67358,19826,25.22423949,78599,18076,22.99774806,1.19E+07,151.9723152,361994,4.605580224
20180221,(Other),10,0,0,12,3,25,2824,235.3333333,130,10.83333333
20180221,Direct,180701,62725,30.40091893,206326,57276,27.7599527,3.02E+07,146.3293574,1282176,6.214321026
20180221,Display,1,0,0,2,0,0,208,104,26,13
20180221,Organic Search,49184,20801,35.01792899,59401,14138,23.80094611,9884605,166.4046902,337216,5.676941466
20180221,Referral,208642,55161,21.54650813,256009,68123,26.60961138,4.30E+07,167.9696964,1715566,6.701194099
20180221,Social,68743,17439,21.46972644,81226,20215,24.88735134,1.25E+07,153.9342083,369715,4.551682959
20180222,(Other),15,1,5,20,5,25,1847,92.35,130,6.5
20180222,Direct,219190,80849,32.45344669,249123,71809,28.82471711,3.65E+07,146.3912084,1492238,5.989964797
20180222,Organic Search,56198,24906,36.81106726,67659,16170,23.89925952,1.16E+07,170.9124581,383145,5.662882987
20180222,Paid Search,1,0,0,1,0,0,138,138,4,4
20180222,Referral,195455,46427,19.3222822,240277,64234,26.73331197,4.13E+07,171.9385709,1533567,6.382496036
20180222,Social,64449,16421,21.65130599,75843,18678,24.62719038,1.15E+07,151.7976082,334624,4.412061759
20180223,(Other),8,0,0,9,4,44.44444444,1161,129,26,2.888888889
20180223,Direct,173342,62129,31.92815664,194590,56234,28.89871011,2.71E+07,139.1441852,1188770,6.109101187
20180223,Organic Search,50403,23570,39.63276219,59471,14452,24.30091978,9710017,163.2731415,341822,5.747708967
20180223,Paid Search,1,0,0,1,0,0,608,608,9,9
20180223,Referral,149957,37820,20.65278529,183123,50619,27.64207664,3.01E+07,164.1299673,1216763,6.644512158
20180223,Social,74090,21188,23.58467464,89838,26350,29.33057281,1.37E+07,152.7680714,374339,4.166822503
20180224,(Other),10,1,8.333333333,12,2,16.66666667,4043,336.9166667,157,13.08333333
20180224,Direct,296329,123358,36.80273996,335187,96328,28.73858473,4.74E+07,141.3962922,1885216,5.624370874
20180224,Organic Search,56605,23918,34.73979288,68849,17048,24.76143444,1.15E+07,166.5742422,378833,5.502374762
20180224,Paid Search,1,0,0,1,0,0,133,133,2,2
20180224,Referral,310319,110392,28.99246509,380761,103544,27.19396157,6.29E+07,165.2495003,2301928,6.045598157
20180224,Social,87596,24505,23.25636572,105369,27360,25.9658913,1.59E+07,150.6714119,439598,4.171986068
20180225,(Other),48,26,52,50,17,34,5592,111.84,168,3.36
20180225,Direct,230739,89892,33.93687708,264880,76643,28.93498943,3.69E+07,139.2918454,1467103,5.538745847
20180225,Display,1,0,0,1,1,100,0,0,1,1
20180225,Organic Search,54707,23200,34.73001901,66801,16534,24.75112648,1.12E+07,167.2509992,369926,5.537731471
20180225,Paid Search,1,0,0,1,1,100,0,0,1,1
20180225,Referral,210922,50867,18.94205705,268540,74090,27.58993074,4.51E+07,167.9983652,1638129,6.100130334
20180225,Social,84455,24706,24.57257094,100543,26196,26.05452394,1.49E+07,148.3325045,423020,4.207354067
20180226,(Other),49,32,62.74509804,51,14,27.45098039,10675,209.3137255,261,5.117647059
20180226,Direct,186024,70505,34.32503749,205404,63597,30.96190921,2.71E+07,131.8987069,1082396,5.269595529
20180226,Organic Search,52766,24983,40.61153827,61517,15333,24.92481753,9781210,159.0001138,322387,5.240616415
20180226,Paid Search,1,0,0,1,0,0,180,180,5,5
20180226,Referral,211531,59913,23.39720935,256069,71113,27.77103046,4.03E+07,157.4623285,1478081,5.772198118
20180226,Social,66271,19941,26.23781266,76001,20321,26.73780608,1.06E+07,139.3075091,312563,4.112616939
20180227,(Other),21,3,13.04347826,23,1,4.347826087,5780,251.3043478,138,6
20180227,Direct,229825,92619,36.72122178,252222,38727,15.35433071,3.36E+07,133.1457605,1350216,5.353284012
20180227,Organic Search,55485,25281,38.27728739,66047,8158,12.35181007,1.11E+07,168.040668,354318,5.364634276
20180227,Referral,225733,71054,26.35358173,269618,43245,16.03935939,4.33E+07,160.6231594,1573105,5.83456965
20180227,Social,65064,18646,24.73666056,75378,8994,11.93186341,1.11E+07,147.0397861,310154,4.114648837
20180228,(Other),13,1,7.142857143,14,3,21.42857143,1347,96.21428571,61,4.357142857
20180228,Direct,172748,59047,30.08519051,196266,24469,12.46726382,2.77E+07,141.2462169,1095492,5.581669775
20180228,Organic Search,51129,23381,38.71859837,60387,6462,10.70097869,1.01E+07,167.6069849,329467,5.455925944
20180228,Paid Search,1,0,0,1,0,0,113,113,2,2
20180228,Referral,149562,31735,17.34740732,182938,22899,12.51735561,3.14E+07,171.7182597,1114363,6.09147908
20180228,Social,54679,14956,23.88984729,62604,4623,7.384512172,9676727,154.5704268,289123,4.618283177
20180301,(Other),6,1,16.66666667,6,3,50,421,70.16666667,21,3.5
20180301,Direct,163752,62567,34.1493101,183216,50968,27.81853113,2.56E+07,139.4552386,1020377,5.569257052
20180301,Organic Search,45255,20258,38.90681417,52068,12950,24.87132212,8118247,155.9162441,282941,5.434066989
20180301,Paid Search,1,0,0,1,0,0,41,41,3,3
20180301,Referral,174797,47239,22.89432234,206335,50024,24.24406911,3.49E+07,169.1875688,1280339,6.20514697
20180301,Social,55540,11210,17.07279927,65660,13328,20.29850746,9756396,148.5896436,302116,4.601218398
20180302,(Other),11,1,8.333333333,12,1,8.333333333,1680,140,54,4.5
20180302,Direct,130134,45740,31.52721583,145081,39765,27.40882679,2.11E+07,145.7218795,865143,5.963172297
20180302,Organic Search,42327,19413,40.42522177,48022,11558,24.06813544,7677657,159.8779101,272270,5.669693057
20180302,Paid Search,2,0,0,2,0,0,829,414.5,10,5
20180302,Referral,118550,27127,19.43863219,139552,35313,25.30454598,2.41E+07,172.5225507,889327,6.372728445
20180302,Social,47054,9999,18.48893327,54081,10806,19.9811394,8029768,148.4766924,257674,4.76459385
20180303,(Other),11,0,0,13,3,23.07692308,1847,142.0769231,54,4.153846154
20180303,Direct,230380,90750,35.29480398,257120,68492,26.63814561,3.91E+07,152.1432911,1451888,5.646733043
20180303,Organic Search,45112,17408,32.39360613,53739,12718,23.66623867,8852079,164.7235527,289620,5.389382013
20180303,Paid Search,1,0,0,1,0,0,61,61,5,5
20180303,Referral,232506,74269,26.75242061,277616,70122,25.25863063,4.80E+07,172.9720189,1671570,6.021158723
20180303,Social,54960,10852,16.84857706,64409,12349,19.17278641,9813078,152.3556956,284354,4.414817805
20180304,(Other),10,2,18.18181818,11,2,18.18181818,2249,204.4545455,60,5.454545455
20180304,Direct,236581,101838,38.77430581,262643,74075,28.20368333,3.87E+07,147.3691551,1351758,5.146750532
20180304,Organic Search,45513,18073,33.97563635,53194,12930,24.3072527,8578767,161.2732075,277311,5.213200737
20180304,Referral,202280,58162,24.04511197,241887,64991,26.86833108,4.16E+07,172.0188683,1334839,5.518440429
20180304,Social,65543,15281,20.80236326,73458,16410,22.33929592,1.10E+07,149.9811185,308396,4.198262953
20180305,(Other),4,0,0,5,2,40,45,9,10,2
20180305,Direct,191560,71380,33.30300698,214335,58047,27.08237105,3.05E+07,142.1326755,1146265,5.348006625
20180305,Organic Search,48219,20053,35.79167187,56027,13751,24.54352366,9107301,162.5520017,294036,5.248112517
20180305,Paid Search,1,0,0,1,0,0,54,54,5,5
20180305,Referral,184270,45377,20.49316924,221425,58805,26.55752512,3.69E+07,166.4356509,1262986,5.70389974
20180305,Social,52974,10926,17.72895437,61628,12439,20.18400727,9245655,150.0236094,271191,4.400451094
20180306,(Other),8,0,0,8,1,12.5,1472,184,30,3.75
20180306,Direct,168329,57005,29.48509065,193335,50575,26.15925725,2.74E+07,141.4776114,1125222,5.82006362
20180306,Organic Search,47992,19665,34.33015607,57282,13492,23.55364687,9443850,164.8659265,313298,5.469397018
20180306,Paid Search,2,1,50,2,2,100,0,0,2,1
20180306,Referral,186964,42559,18.66557314,228008,57802,25.35086488,3.73E+07,163.4244149,1395037,6.118368654
20180306,Social,61396,12084,16.81860569,71849,12701,17.67735111,1.09E+07,151.6576014,326946,4.550459992
20180307,(Other),6,0,0,6,3,50,1102,183.6666667,14,2.333333333
20180307,Direct,173825,53579,27.64311953,193824,52641,27.15917533,3.13E+07,161.7218301,1067089,5.505453401
20180307,Organic Search,50989,20921,34.55389291,60546,14624,24.15353615,1.09E+07,179.4626235,321013,5.301968751
20180307,Referral,174145,34138,15.88161133,214953,55608,25.86984131,4.11E+07,191.4026787,1250317,5.816699465
20180307,Social,74804,17749,20.06647748,88451,22637,25.59270104,1.30E+07,147.4430702,371129,4.19587116
20180308,(Other),8,0,0,10,3,30,1652,165.2,45,4.5
20180308,Direct,195711,72619,34.68071999,209393,59148,28.24736261,3.19E+07,152.2946183,1159710,5.538437293
20180308,Email,1,1,33.33333333,3,2,66.66666667,1365,455,16,5.333333333
20180308,Organic Search,53391,24534,39.64642384,61882,15555,25.13655021,1.07E+07,172.5145115,324504,5.24391584
20180308,Referral,192299,46620,20.63041814,225977,60839,26.92265142,4.10E+07,181.5197786,1309136,5.793226744
20180308,Social,75738,18760,21.3392786,87913,20644,23.48230637,1.34E+07,152.225052,375819,4.274896773
20180309,(Other),8,0,0,6,3,50,276,46,15,2.5
20180309,Direct,232321,97690,40.78182205,239543,72857,30.41499856,3.48E+07,145.2648418,1323306,5.524294177
20180309,Display,1,0,0,1,0,0,302,302,13,13
20180309,Organic Search,61097,31159,44.48553032,70043,17866,25.50718844,1.16E+07,165.4168439,356531,5.090173179
20180309,Paid Search,1,0,0,1,0,0,283,283,6,6
20180309,Referral,220773,68068,26.05882646,261209,78009,29.86459119,4.70E+07,179.8804674,1468573,5.622214395
20180309,Social,70193,18960,23.85535802,79479,22089,27.79224701,1.20E+07,151.2492734,311952,3.924961311
20180310,(Other),7,0,0,9,1,11.11111111,2006,222.8888889,72,8
20180310,Direct,244723,107424,41.10947832,261312,76471,29.26425116,3.53E+07,134.9014473,1411738,5.402499694
20180310,Organic Search,59769,28369,40.6735677,69748,17777,25.48746917,1.14E+07,163.3380885,365091,5.234429661
20180310,Paid Search,1,0,0,1,0,0,122,122,4,4
20180310,Referral,269573,94512,30.43002305,310588,92268,29.70752251,4.96E+07,159.5987063,1744978,5.618304635
20180310,Social,74850,19275,21.92608265,87909,25657,29.18586265,1.25E+07,141.7532903,347948,3.958047526
20180311,(Other),6,0,0,5,0,0,610,122,21,4.2
20180311,Direct,177279,64758,33.90293702,191010,56679,29.67331553,2.78E+07,145.6945867,966717,5.061080572
20180311,Organic Search,58754,28569,41.6233227,68637,17443,25.41340676,1.12E+07,162.6923088,347171,5.058073634
20180311,Paid Search,2,0,0,3,3,100,8,2.666666667,3,1
20180311,Referral,165078,32698,16.58239724,197185,59219,30.03220326,3.47E+07,176.1386464,1042925,5.289068641
20180311,Social,73080,20166,24.76239593,81438,18787,23.06908323,1.18E+07,145.0746089,335375,4.118163511
20180312,(Other),2,0,0,1,0,0,323,323,6,6
20180312,Direct,124582,39122,29.67812412,131821,38877,29.49226603,1.92E+07,145.41878,732569,5.557301189
20180312,Organic Search,49086,23441,41.98037179,55838,14295,25.6008453,9424402,168.7811526,298082,5.3383359
20180312,Referral,103594,14944,12.2323358,122168,35854,29.3481108,2.13E+07,174.5168375,732807,5.998354725
20180312,Social,70564,18871,23.39225506,80672,21247,26.33751488,1.20E+07,148.9445285,346202,4.291476597
20180313,(Other),6,0,0,6,2,33.33333333,723,120.5,50,8.333333333
20180313,Direct,162333,55159,31.50574608,175076,55322,31.5988485,2.55E+07,145.8691654,953084,5.443830108
20180313,Organic Search,51326,22688,38.11187636,59530,15862,26.64538888,1.01E+07,170.1330422,314995,5.291365698
20180313,Paid Search,1,0,0,2,1,50,859,429.5,24,12
20180313,Referral,157792,36248,19.28515945,187958,55970,29.77792911,3.33E+07,177.2921025,1101587,5.86081465
20180313,Social,75556,21863,25.95014837,84250,24853,29.49910979,1.23E+07,145.4478813,356842,4.235513353
20180314,(Other),5,0,0,6,0,0,684,114,51,8.5
20180314,Direct,274704,122497,41.84684023,292727,84207,28.76639326,3.84E+07,131.1628172,1537468,5.252224769
20180314,Organic Search,44643,15166,28.91570859,52449,14232,27.13493108,8819396,168.1518427,263486,5.02366108
20180314,Paid Search,1,0,0,3,1,33.33333333,714,238,16,5.333333333
20180314,Referral,315344,123028,33.369498,368684,97229,26.37190656,5.92E+07,160.5198788,2072130,5.620341539
20180314,Social,63894,18924,26.41061784,71653,22681,31.65394331,9803577,136.820189,288438,4.025483929
20180315,(Other),5,0,0,7,2,28.57142857,748,106.8571429,38,5.428571429
20180315,Direct,197459,83251,40.41330298,205999,51817,25.1540056,2.71E+07,131.3856524,1255016,6.092340254
20180315,Organic Search,38549,14206,31.99333378,44403,11212,25.25054613,6971403,157.0029728,237411,5.346733329
20180315,Paid Search,2,0,0,2,0,0,538,269,8,4
20180315,Referral,217496,76664,30.66964839,249967,59090,23.63912036,3.91E+07,156.5745598,1598518,6.394916129
20180315,Social,35507,9980,26.03297162,38336,10665,27.81980384,4824113,125.8376722,179053,4.670622913
20180316,(Other),6,0,0,7,1,14.28571429,923,131.8571429,28,4
20180316,Direct,90156,31044,33.70244919,92112,23992,26.04655202,1.15E+07,125.3373502,549847,5.969330815
20180316,Organic Search,27838,12207,39.24954182,31101,8365,26.89624128,4694241,150.9353719,160144,5.149159191
20180316,Referral,74429,15816,18.73867043,84403,22635,26.81776714,1.23E+07,145.232397,518190,6.139473715
20180316,Social,43181,11603,24.47012675,47417,12697,26.77731615,6280718,132.4570934,196850,4.151464665
20180317,(Other),4,0,0,4,1,25,670,167.5,24,6
20180317,Direct,100792,28292,25.68823999,110136,33074,30.03014455,1.57E+07,142.4793891,578078,5.248765163
20180317,Organic Search,31558,12426,33.28333423,37334,10294,27.57272192,6060541,162.3330208,185618,4.971821932
20180317,Paid Search,1,0,0,1,1,100,0,0,1,1
20180317,Referral,103388,19492,15.71377898,124044,35287,28.44716391,2.08E+07,167.3887733,675179,5.443060527
20180317,Social,61105,15664,22.24020673,70431,21500,30.52633074,1.03E+07,145.6053442,288298,4.093339581
20180318,(Other),6,0,0,7,2,28.57142857,852,121.7142857,40,5.714285714
20180318,Direct,159137,45955,24.62860144,186592,55476,29.73117819,3.02E+07,162.015826,1022860,5.481799863
20180318,Organic Search,39524,12886,25.62695145,50283,13265,26.38068532,9422388,187.3871487,262941,5.2292226
20180318,Referral,150923,26113,13.49362601,193521,56935,29.42057968,3.71E+07,191.9099426,1097707,5.672288796
20180318,Social,73464,18857,22.24647256,84764,24544,28.95568874,1.33E+07,157.1291468,377632,4.455098863
20180319,(Other),6,0,0,6,0,0,3032,505.3333333,92,15.33333333
20180319,Direct,188233,85198,40.88764751,208371,67051,32.1786621,2.81E+07,134.9284737,1039923,4.990728076
20180319,Organic Search,38353,14288,31.18152852,45822,12713,27.74431496,7912165,172.6717516,230340,5.026843001
20180319,Paid Search,1,0,0,2,0,0,2404,1202,22,11
20180319,Referral,193895,60728,26.03625388,233244,72508,31.08675893,3.71E+07,158.9671074,1212649,5.199057639
20180319,Social,72419,17703,20.82338411,85015,30473,35.84426278,1.13E+07,133.3619714,337852,3.974028113
20180320,(Other),6,0,0,8,0,0,799,99.875,45,5.625
20180320,Direct,128454,40875,28.38226308,144016,44313,30.76949783,1.91E+07,132.5273581,821107,5.701498445
20180320,Organic Search,36705,13964,31.22889411,44715,11809,26.40948228,7362493,164.6537627,242014,5.412367215
20180320,Paid Search,1,0,0,1,0,0,527,527,4,4
20180320,Referral,134228,24159,14.20215393,170108,49671,29.19968491,2.77E+07,162.8055118,1031900,6.066146213
20180320,Social,81055,19644,20.21590804,97171,29458,30.31562915,1.27E+07,130.4168836,416494,4.286196499
20180321,(Other),3,0,0,3,0,0,355,118.3333333,13,4.333333333
20180321,Direct,143409,46272,28.55168329,162064,45666,28.17775694,2.15E+07,132.9082831,961349,5.931909616
20180321,Organic Search,37487,13970,30.89341,45220,11691,25.8536046,7573892,167.4898717,251632,5.564617426
20180321,Referral,172024,38859,19.24131989,201956,55499,27.48073838,3.00E+07,148.4275783,1222400,6.052803581
20180321,Social,87245,22756,22.00518315,103412,29499,28.52570301,1.36E+07,131.7636831,471851,4.562826364
20180322,(Other),8,0,0,9,0,0,1784,198.2222222,84,9.333333333
20180322,Direct,167465,56203,30.13161775,186525,52142,27.9544297,2.51E+07,134.3304115,1076159,5.769516151
20180322,Organic Search,38572,14306,30.32474139,47176,11984,25.40274716,8039015,170.4047609,259533,5.501377819
20180322,Paid Search,1,0,0,1,0,0,204,204,3,3
20180322,Referral,158471,33337,17.25776643,193171,53086,27.48135072,3.22E+07,166.4415777,1158101,5.995211497
20180322,Social,85281,21487,21.12035071,101736,26876,26.41739404,1.42E+07,140.0549658,448468,4.408154439
20180323,(Other),4,0,0,4,1,25,408,102,22,5.5
20180323,Direct,111750,37048,30.05435223,123270,35256,28.60063276,1.68E+07,136.0661637,707630,5.740488359
20180323,Organic Search,33846,14243,35.90370557,39670,10173,25.64406352,6655466,167.7707588,220371,5.555104613
20180323,Paid Search,1,0,0,2,0,0,2381,1190.5,13,6.5
20180323,Referral,92011,18248,16.83161924,108415,30921,28.52096112,1.71E+07,157.3116082,668421,6.165392243
20180323,Social,77904,20503,22.9779556,89229,20396,22.85803943,1.30E+07,146.1815217,396923,4.4483632
20180324,(Other),4,0,0,4,1,25,875,218.75,10,2.5
20180324,Direct,102644,38199,33.63802076,113559,36298,31.96400109,1.44E+07,126.5596562,591774,5.211158957
20180324,Organic Search,33629,15308,39.1990167,39052,10352,26.50824542,6095190,156.078818,207634,5.316859572
20180324,Referral,94166,23121,20.64522466,111992,33521,29.93160226,1.75E+07,155.9228784,651655,5.81876384
20180324,Social,107485,30832,24.07189088,128083,31758,24.79485958,1.77E+07,138.1591936,529720,4.135755721
20180325,(Other),3,0,0,5,1,20,2523,504.6,26,5.2
20180325,Direct,128926,41644,28.22193157,147559,40679,27.56795587,2.29E+07,155.3748399,848432,5.749781443
20180325,Organic Search,36169,14441,32.83612633,43979,10545,23.97735283,7840076,178.2686282,253478,5.763614452
20180325,Referral,117983,25063,17.29341466,144928,35893,24.76609075,2.78E+07,191.9527904,936592,6.46246412
20180325,Social,112848,32278,24.09597181,133956,33007,24.64018036,1.93E+07,144.0372436,574612,4.289557765
20180326,(Other),5,0,0,5,1,20,2358,471.6,69,13.8
20180326,Direct,160382,59298,33.93848514,174722,47092,26.95253031,2.49E+07,142.6069528,1023054,5.855324458
20180326,Organic Search,38485,16014,35.45508889,45167,11010,24.37620387,7615429,168.6060398,250933,5.555671176
20180326,Paid Search,1,0,0,2,0,0,1454,727,12,6
20180326,Referral,134570,37326,23.20143214,160878,42075,26.15335845,2.82E+07,175.263504,1027848,6.388990415
20180326,Social,113702,32671,24.61741325,132715,34215,25.7808085,1.88E+07,141.824255,555388,4.184817089
20180327,(Other),2,0,0,2,0,0,533,266.5,16,8
20180327,Direct,97264,39524,37.26569866,106060,29083,27.42127098,1.35E+07,126.9876956,599246,5.650066
20180327,Organic Search,30119,13718,39.97086247,34320,8727,25.42832168,5484037,159.7912879,188843,5.502418415
20180327,Referral,79697,20609,22.11930623,93172,23981,25.73841927,1.43E+07,153.3908578,582697,6.253992616
20180327,Social,100280,30949,27.52881947,112424,26814,23.85077919,1.40E+07,124.3411816,476985,4.242732868
20180328,(Other),1,0,0,1,1,100,0,0,1,1
20180328,Direct,32408,17767,50.29297704,35327,15454,43.74557704,3684771,104.3046678,149063,4.21952048
20180328,Organic Search,54870,46458,78.58786115,59116,40999,69.35347452,4230132,71.55646525,148023,2.503941403
20180328,Referral,35648,9277,23.16933067,40040,24464,61.0989011,4028303,100.606968,152517,3.809115884
20180328,Social,87630,29417,30.00999755,98024,24667,25.16424549,1.16E+07,118.0821431,391539,3.994317718
20180329,Direct,24894,14413,52.61179047,27395,14062,51.33053477,2626655,95.88081767,95263,3.477386384
20180329,Organic Search,66426,56033,77.50819581,72293,55056,76.156751,4281736,59.2275324,144979,2.005436211
20180329,Referral,40225,9022,20.20197497,44659,29080,65.11565418,4322455,96.78799346,150996,3.381087799
20180329,Social,101833,30176,26.33503513,114585,29067,25.36719466,1.39E+07,121.6688397,470049,4.10218615
20180330,Direct,70763,44018,56.46880733,77951,46435,59.56947313,6420486,82.36566561,235035,3.015163372
20180330,Organic Search,205922,172727,72.73205774,237484,193685,81.55707332,1.24E+07,52.36697209,356608,1.501608529
20180330,Referral,216035,62491,24.47939517,255280,174403,68.31831714,2.28E+07,89.22163115,694185,2.719308211
20180330,Social,157047,51092,27.47782875,185939,44757,24.07079741,2.41E+07,129.5744303,774546,4.165591941
20180331,(Other),1,0,0,1,0,0,3,3,3,3
20180331,Direct,62026,35471,51.52223804,68846,44177,64.16785289,5613764,81.54088836,190091,2.761104494
20180331,Organic Search,186422,137304,63.75586811,215359,177401,82.37454669,1.09E+07,50.40642834,313272,1.454650142
20180331,Referral,181022,49819,23.48590205,212123,149210,70.34126427,1.90E+07,89.44485511,524636,2.473263154
20180331,Social,126848,42143,29.07958019,144923,46189,31.87140758,1.74E+07,119.842199,563623,3.889120429
20180401,(Other),1,0,0,1,1,100,0,0,1,1
20180401,Direct,49869,26767,49.09844636,54517,35534,65.17966873,4013976,73.62796926,152070,2.78940514
20180401,Organic Search,167304,109916,59.11210304,185945,155102,83.41283713,8008053,43.06678319,265132,1.425862486
20180401,Paid Search,1,0,0,1,0,0,124,124,4,4
20180401,Referral,142543,35042,21.24607419,164934,113161,68.60986819,1.35E+07,81.68909382,483603,2.932100113
20180401,Social,77247,21907,25.62671814,85485,26666,31.19377669,9369339,109.6021407,351298,4.109469498
20180402,(Other),880,61,6.587473002,926,245,26.45788337,160565,173.3963283,5118,5.52699784
20180402,Direct,46960,25581,49.56981746,51606,32039,62.08386622,4231236,81.99116382,149400,2.895012208
20180402,Organic Search,144780,86189,51.72229623,166638,137671,82.61681009,8199924,49.20800778,251426,1.508815516
20180402,Referral,124104,29373,20.68011406,142035,99877,70.31858345,1.21E+07,84.89716619,394492,2.777428099
20180402,Social,84273,18646,18.40035526,101335,27846,27.4791533,1.25E+07,123.7273894,416227,4.107435733
20180403,(Other),2437,231,8.622620381,2679,766,28.59275849,413705,154.4251586,13159,4.911907428
20180403,Direct,68837,40336,53.17723989,75852,50664,66.79322892,5606553,73.91437273,190515,2.511667458
20180403,Organic Search,216601,136839,55.72550792,245559,206242,83.98877663,1.18E+07,47.96044942,344078,1.40120297
20180403,Paid Search,1,0,0,1,1,100,0,0,1,1
20180403,Referral,207076,66013,27.33649988,241483,177433,73.47639378,1.96E+07,81.13641954,567918,2.35179288
20180403,Social,87679,19049,18.21929338,104554,27161,25.97796354,1.45E+07,138.6229413,414362,3.963138665
20180404,(Other),1993,177,7.793923382,2271,652,28.70981946,392989,173.0466755,13123,5.778511669
20180404,Direct,54016,24936,41.72690763,59760,34064,57.00133869,5408656,90.50629183,186510,3.120983936
20180404,Organic Search,126105,65245,46.53974549,140192,112240,80.06162976,7179959,51.21518346,225747,1.610270201
20180404,Referral,115994,26578,19.56105747,135872,84215,61.9811293,1.46E+07,107.2801755,446008,3.282560057
20180404,Social,77786,16797,18.4317082,91131,20849,22.87805467,1.29E+07,142.0904083,391431,4.295256279
20180405,(Other),1204,98,7.122093023,1376,367,26.67151163,233361,169.59375,7186,5.222383721
20180405,Direct,54886,23087,38.69502548,59664,26730,44.80088496,6449849,108.1028593,235032,3.939259855
20180405,Organic Search,88598,43538,45.08672915,96565,75218,77.89364677,5318519,55.07708797,178564,1.849158598
20180405,Referral,89396,19896,19.4414587,102338,50029,48.88604428,1.36E+07,132.8241611,447949,4.377152182
20180405,Social,67491,16070,20.95613166,76684,16179,21.09827343,1.04E+07,135.7337645,347379,4.530006259
20180406,(Other),1279,130,9.046624913,1437,411,28.60125261,264342,183.954071,8235,5.730688935
20180406,Direct,42531,19373,41.64534921,46519,22001,47.2946538,4779209,102.7367097,179419,3.856897182
20180406,Organic Search,100969,53144,48.39720239,109808,85909,78.23564768,6112783,55.66792037,195920,1.784205158
20180406,Referral,77617,17709,19.87363649,89108,47276,53.05472011,1.06E+07,118.8377475,368010,4.129932217
20180406,Social,92098,21261,19.0144435,111815,26014,23.26521486,1.54E+07,137.8368376,509729,4.558681751
20180407,(Other),1486,111,6.49122807,1710,415,24.26900585,314921,184.1643275,9527,5.571345029
20180407,Direct,84324,36657,40.22407058,91132,38050,41.75262257,9556349,104.8627156,394164,4.325198613
20180407,Organic Search,97306,49109,46.40015873,105838,81052,76.58119012,5563526,52.56643172,199397,1.883983068
20180407,Referral,150932,39414,22.43562012,175676,82550,46.98991325,2.18E+07,124.2290865,785289,4.470098363
20180407,Social,79149,18422,20.40563143,90279,21557,23.8781998,1.20E+07,132.4829584,413626,4.581641356
20180408,(Other),1535,135,7.332971211,1841,544,29.54915807,320295,173.9788159,9191,4.992395437
20180408,Direct,79841,33108,38.20712258,86654,35025,40.41936898,1.05E+07,121.2323147,374474,4.321485448
20180408,Email,1,1,100,1,1,100,0,0,1,1
20180408,Organic Search,112825,55265,44.42238441,124408,97731,78.55684522,6709777,53.93364575,221567,1.780970677
20180408,Referral,144426,31450,18.02509184,174479,85209,48.83624963,2.39E+07,137.2429977,729440,4.180675038
20180408,Social,84786,20412,20.70371535,98591,23237,23.56908846,1.29E+07,131.1642442,440797,4.47096591
20180409,(Other),1211,113,8.141210375,1388,448,32.27665706,222827,160.5381844,7365,5.306195965
20180409,Direct,50488,22996,42.04483124,54694,25389,46.42008264,5900307,107.8785059,225207,4.117581453
20180409,Organic Search,99170,52558,48.99051099,107282,83257,77.60574933,5684407,52.98565463,198799,1.853050838
20180409,Referral,100760,23077,19.8141963,116467,64524,55.40110074,1.30E+07,111.2428843,448504,3.850910558
20180409,Social,84218,22028,22.67654931,97140,25134,25.87399629,1.25E+07,128.4288141,427524,4.401111797
20180410,(Other),1369,115,6.927710843,1660,472,28.43373494,293437,176.7692771,9892,5.959036145
20180410,Direct,83093,33630,37.36583631,90002,34839,38.7091398,9791145,108.7880825,458167,5.090631319
20180410,Organic Search,82286,40136,45.55163373,88111,65962,74.86238949,5177269,58.75848645,189843,2.154589098
20180410,Referral,129121,25298,16.40724311,154188,67951,44.07022596,2.04E+07,132.1902612,805663,5.225199108
20180410,Social,83405,19767,20.09617535,98362,29704,30.19865395,1.21E+07,123.4099144,422321,4.293538155
20180411,(Other),1014,75,5.65184627,1327,298,22.45666918,251770,189.7287114,9245,6.966842502
20180411,Direct,81346,31828,35.44597018,89793,27511,30.63824574,1.09E+07,121.4674195,462432,5.149978283
20180411,Organic Search,50040,26304,48.47591316,54262,33248,61.27308245,4591896,84.62452545,156197,2.878570639
20180411,Referral,120490,21544,14.96256581,143986,40896,28.40276138,2.27E+07,157.798411,848747,5.89464948
20180411,Social,85991,21870,22.49930558,97203,26665,27.4322809,1.22E+07,125.8640783,410686,4.225034207
20180412,(Other),810,93,9.789473684,950,206,21.68421053,183331,192.98,6368,6.703157895
